Country,Code,Region,Sub-Region,Year,Status,Income classifications,Life expectancy,Population,GDP Per Capita,"GNI per capita, PPP ($)",Total expenditure,Adult Mortality,infant deaths,Alcohol,health expenditure per capita $,health expenditure % of GDP,Hepatitis B (% of one-year-olds immunized),Polio (% of one-year-olds immunized),Measles per 1000,Measles MCV1 (% of one-year-olds immunized),under-five deaths,"Diphtheria, Pertussis, Tentanus (% of one-year-olds immunized)", HIV/AIDS, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Alcohol use disorders  (%),Drug use disorders (%),Avg Total Years of Schooling for Adult,"Government expenditure on education, total (% of GDP)",Mental disorders (%),obesity among adults (%),Gini coefficient,daily smoking in populations aged 10 and older (%),Neoplasms (Percent),Deaths - HIV/AIDS
"Gambia, The",GMB,Africa,Sub-Saharan Africa,2007,Developing,Low income,58.5,1764889,725.0932469,2098.03418,5.76,288,3,2.64,35.93,4.96,97,94,0,88,6,95,3.1,8.8,8.7,0.42,0.51,0.34,2.5,0.81686002,13.05,5.7,,,0.31554416,8.89
"Gambia, The",GMB,Africa,Sub-Saharan Africa,2008,Developing,Low income,58.7,1820544,857.8563071,2173.326416,5.95,287,3,2.79,39.97,4.66,98,96,0,92,6,96,3,8.6,8.5,0.426,0.51,0.34,2.6,2.181299925,12.99,6,,,0.317164627,9.05
"Gambia, The",GMB,Africa,Sub-Saharan Africa,2009,Developing,Low income,59,1878124,772.1238036,2244.085205,5.85,286,3,2.99,34.47,4.46,97,97,0,96,6,98,2.7,8.4,8.3,0.434,0.51,0.34,2.7,1.908139944,12.94,6.3,,,0.31772436,8.86
"Gambia, The",GMB,Africa,Sub-Saharan Africa,2010,Developing,Low income,59.3,1937284,796.630521,2307.327393,5.75,284,3,3.48,32.82,4.12,97,97,2,92,6,97,2.1,8.2,8.1,0.439,0.51,0.35,2.8,2.563220024,12.91,6.7,0.435684335,10.469,0.319757629,8.34
"Gambia, The",GMB,Africa,Sub-Saharan Africa,2011,Developing,Low income,59.8,1998215,705.4779743,2046.164673,6.24,277,3,3.41,30.83,4.37,96,95,0,91,5,96,1.8,8,7.9,0.441,0.52,0.35,2.9,2.50116992,12.92,7,,,0.321912496,7.72
"Gambia, The",GMB,Africa,Sub-Saharan Africa,2012,Developing,Low income,62,2061020,686.5582854,2092.378418,6.12,269,3,0.01,29.31,4.27,98,98,0,95,5,98,1.4,7.8,7.7,0.44,0.52,0.35,3.1,2.637569904,12.92,7.3,,,0.325801894,7.44
"Gambia, The",GMB,Africa,Sub-Saharan Africa,2013,Developing,Low income,66,2124876,647.3853005,2086.1604,6.49,266,3,0.01,25.34,3.91,97,96,0,96,5,97,1.6,7.6,7.5,0.445,0.52,0.35,3.2,1.818390012,12.93,7.7,,,0.326993809,7.8
"Gambia, The",GMB,Africa,Sub-Saharan Africa,2014,Developing,Low income,68,2189023,561.6491232,1992.15918,7.34,266,3,0.01,17.14,3.05,96,97,1,96,5,96,1.7,7.5,7.3,0.449,0.52,0.35,3.3,2.230940104,12.94,8,,,0.328497302,8.2
"Gambia, The",GMB,Africa,Sub-Saharan Africa,2015,Developing,Low income,61.1,2253137,611.6713342,2009.001953,,262,3,,19.43,3.18,97,96,71,97,5,97,1.7,7.3,7.2,0.45,0.52,0.35,3.4,2.160029888,12.95,8.4,0.35918831,,0.3300286,8.37
Georgia,GEO,Asia,Western Asia,2000,Developing,Low income,71.8,4265175,749.908535,,6.94,129,2,3.28,53.03,7.19,55,81,50,73,2,80,0.1,3.1,3.1,0,2.18,0.46,11.7,2.181050062,11.47,14.4,0.404781133,21.114,0.712938914,0
Georgia,GEO,Asia,Western Asia,2001,Developing,Low income,73,4144485,801.9904139,,7.82,121,2,2.76,57.25,7.17,61,83,35,74,2,87,0.1,3,3.1,0.673,2.18,0.46,11.8,2.137500048,11.46,14.8,0.395741324,,0.721546625,0
Georgia,GEO,Asia,Western Asia,2002,Developing,Low income,71.7,4061127,853.5164537,,8.72,142,2,2.72,67.17,7.81,51,89,199,75,2,84,0.1,2.9,3,0.677,2.18,0.46,11.9,2.235019922,11.44,15.1,0.372493777,,0.750922814,0
Georgia,GEO,Asia,Western Asia,2003,Developing,Lower-middle income,72.7,4017826,1010.00798,,8.49,132,1,3.36,82.01,8.03,48,74,216,76,2,75,0.1,2.9,3,0.684,2.18,0.46,12,2.065599918,11.41,15.5,0.366550826,,0.76758772,0
Georgia,GEO,Asia,Western Asia,2004,Developing,Lower-middle income,72.3,3988861,1305.047486,,8.53,134,1,3.74,106.87,8.09,64,66,6847,86,1,78,0.1,2.8,3,0.694,2.19,0.46,12,2.914200068,11.38,15.9,0.361753568,,0.77407015,0
Georgia,GEO,Asia,Western Asia,2005,Developing,Lower-middle income,73.9,3961183,1642.760938,,8.6,128,1,4.7,134.39,8.08,79,82,1356,90,1,82,0.1,2.8,2.9,0.703,2.2,0.46,12.1,2.484319925,11.34,16.4,0.37379339,22.156,0.776031306,0
Georgia,GEO,Asia,Western Asia,2006,Developing,Lower-middle income,73.9,3933866,1996.057129,,8.39,126,1,6.18,154.49,7.63,84,89,334,96,1,88,0.1,2.7,2.9,0.714,2.22,0.46,12.1,3.00364995,11.3,16.9,0.368686238,,0.777535767,0
Georgia,GEO,Asia,Western Asia,2007,Developing,Lower-middle income,74.4,3906476,2635.353882,,8.17,12,1,8.65,199.06,7.44,94,88,44,97,1,98,0.1,2.7,2.9,0.722,2.24,0.46,12.1,2.696870089,11.24,17.3,0.381130823,,0.794031818,0.01
Georgia,GEO,Asia,Western Asia,2008,Developing,Lower-middle income,73.9,3879701,3324.735879,,8.99,128,1,7.17,286.31,8.44,89,90,56,97,1,92,0.1,2.6,2.8,0.735,2.26,0.46,12.2,2.919549942,11.18,17.9,0.385348533,,0.836539948,0.01
Georgia,GEO,Asia,Western Asia,2009,Developing,Lower-middle income,73.2,3855203,2822.66743,,1.19,133,1,6.66,274.68,9.57,54,93,23,83,1,88,0.1,2.6,2.8,0.734,2.28,0.46,12.2,3.222379923,11.13,18.4,0.382374032,,0.883917851,0.01
Georgia,GEO,Asia,Western Asia,2010,Developing,Lower-middle income,73.8,3836834,3233.295943,9581.980469,1.5,132,1,7.24,289.54,9.07,95,88,22,94,1,92,0.1,2.6,2.8,0.738,2.29,0.46,12.2,2.803649902,11.09,19,0.394614637,22.721,0.912106258,0.02
Georgia,GEO,Asia,Western Asia,2011,Developing,Lower-middle income,73.9,3821667,4021.743306,10268.19727,9.38,127,1,8.14,316.82,8.01,89,88,64,91,1,94,0.1,2.6,2.8,0.742,2.29,0.46,12.2,2.576139927,11.07,19.7,0.395957157,,0.939095574,0.03
Georgia,GEO,Asia,Western Asia,2012,Developing,Lower-middle income,74.2,3804358,4421.818242,11196.55957,8.57,13,1,7.71,348.77,8.05,92,93,31,93,1,92,0.1,2.6,2.8,0.749,2.26,0.46,12.5,1.906100035,11.05,20.3,0.38954768,,0.970602054,0.1
Georgia,GEO,Asia,Western Asia,2013,Developing,Lower-middle income,74.5,3786025,4623.745725,11544.51465,7.25,128,1,5.91,357.91,7.88,96,94,7872,97,1,93,0.1,2.7,2.8,0.755,2.24,0.47,12.6,2.886719942,11.04,21,0.385890191,,0.983207526,0.06
Georgia,GEO,Asia,Western Asia,2014,Developing,Lower-middle income,74.5,3774232,4739.188338,12111.9707,7.42,125,1,6.13,369.14,7.9,91,91,3188,92,1,91,0.1,2.7,2.8,0.759,2.21,0.47,12.6,2.997679949,11.03,21.7,0.375541344,,0.998857234,0.12
Georgia,GEO,Asia,Western Asia,2015,Developing,Upper-middle income,74.4,3771135,4014.185944,12334.6582,,129,1,,294.35,7.42,94,91,431,96,1,94,0.1,2.7,2.8,0.768,2.2,0.47,12.7,3.164870024,11.02,22.5,0.365036756,,1.030353474,0.11
Germany,DEU,Europe,Western Europe,2000,Developed,High income,78,81551680,23694.76048,42685.48047,1.1,95,3,12.91,2344.35,9.89,84,94,0,92,4,90,0.1,1.2,1.2,0.855,2.47,0.96,11.2,,14.6,18.4,0.289400222,23.961,2.043084163,0.08
Germany,DEU,Europe,Western Europe,2001,Developed,High income,78.3,81514570,23628.32721,43269.57813,1.15,92,3,12.46,2346.67,9.92,86,96,6024,94,4,93,0.1,1.2,1.1,0.86,2.43,0.97,11.7,,14.63,18.8,0.300966951,,2.054156165,0.08
Germany,DEU,Europe,Western Europe,2002,Developed,High income,78.4,81443420,25197.2656,42954.1875,1.4,91,3,12.25,2567.5,10.18,87,97,4657,94,4,93,0.1,1.2,1.1,0.867,2.39,0.98,12.1,,14.7,19.2,0.299411363,,2.07887375,0.08
Germany,DEU,Europe,Western Europe,2003,Developed,High income,78.5,81346810,30310.3576,42647.125,1.62,9,3,11.92,3152.79,10.4,90,96,779,95,4,97,0.1,1.1,1.1,0.872,2.35,0.99,12.5,,14.79,19.7,0.300628368,,2.109728896,0.07
Germany,DEU,Europe,Western Europe,2004,Developed,High income,79.1,81266670,34106.65812,43867.57813,1.37,86,3,11.83,3459.82,10.15,88,96,121,96,3,96,0.1,1.1,1.1,0.877,2.31,1,12.9,,14.86,20.1,0.302880037,,2.115566439,0.07
Germany,DEU,Europe,Western Europe,2005,Developed,High income,79.2,81212170,34520.23965,44309.40625,1.52,85,3,11.67,3558.21,10.31,90,95,778,96,3,96,0.1,1.1,1.1,0.884,2.29,1.01,13.3,,14.9,20.5,0.318065533,22.656,2.127250685,0.07
Germany,DEU,Europe,Western Europe,2006,Developed,High income,79.6,81177816,36353.88033,46443.05469,1.34,84,3,11.76,3698.04,10.18,87,94,2307,96,3,96,0.1,1.1,1.1,0.892,2.28,1.02,13.6,4.293960094,14.93,21,0.311941216,,2.138568464,0.07
Germany,DEU,Europe,Western Europe,2007,Developed,High income,79.8,81183830,41640.08087,47778.50781,1.18,82,3,11.5,4182.92,10.05,86,95,567,97,3,96,0.1,1.1,1.1,0.898,2.28,1.04,13.7,4.366799831,14.99,21.4,0.313695959,,2.165481463,0.07
Germany,DEU,Europe,Western Europe,2008,Developed,High income,79.9,81217490,45612.71062,48087.58984,1.39,8,2,11.36,4669.76,10.25,87,95,917,97,3,96,0.1,1.1,1.1,0.903,2.27,1.05,13.7,4.435949802,15.08,21.9,0.309044437,,2.196757334,0.07
Germany,DEU,Europe,Western Europe,2009,Developed,High income,80,81260620,41650.36783,46058.8125,11.4,79,2,11.22,4674.92,11.24,88,95,574,97,3,96,0.1,1.1,1.1,0.906,2.27,1.06,13.8,4.909510136,15.14,22.3,0.304794277,,2.227475772,0.07
Germany,DEU,Europe,Western Europe,2010,Developed,High income,81,81325090,41572.45595,47933.86328,11.25,76,2,11.2,4611.42,11.1,88,94,780,97,3,96,0.1,1.1,1.1,0.907,2.27,1.07,13.8,4.94367981,15.18,22.8,0.30319774,22.076,2.244991543,0.07
Germany,DEU,Europe,Western Europe,2011,Developed,High income,85,81423384,46705.8958,51009.63281,1.93,74,2,11.2,5037.51,10.78,87,94,1607,97,3,95,0.1,1.1,1.1,0.912,2.26,1.07,13.9,4.82487011,15.18,23.3,0.30847554,,2.261415249,0.07
Germany,DEU,Europe,Western Europe,2012,Developed,High income,86,81545570,43855.85447,51046.84766,1.99,71,2,11.18,4765.69,10.85,87,94,166,97,3,95,0.1,1.1,1.1,0.916,2.23,1.07,14,4.956580162,15.2,23.7,0.310557889,,2.270702081,0.06
Germany,DEU,Europe,Western Europe,2013,Developed,High income,86,81680590,46298.92292,51092.8125,11.16,71,2,10.94,5099.89,11,87,93,1771,97,3,93,0.1,1.1,1.1,0.919,2.19,1.06,14,4.935389996,15.22,24.2,0.314524666,,2.312322972,0.06
Germany,DEU,Europe,Western Europe,2014,Developed,High income,89,81858824,48023.86998,51852.20313,11.3,69,2,11.03,5307.38,11.02,87,93,443,97,3,93,0.1,1.1,1.1,0.92,2.16,1.06,14,4.921020031,15.22,24.7,0.308718557,,2.319783297,0.06
Germany,DEU,Europe,Western Europe,2015,Developed,High income,81,82073230,41103.25644,52322.29688,,68,2,,4624.63,11.18,87,92,2464,97,3,93,0.1,1.1,1.1,0.924,2.15,1.07,14.1,4.855150223,15.23,25.2,0.315833424,,2.364582638,0.06
Ghana,GHA,Africa,Sub-Saharan Africa,2000,Developing,Low income,57.2,19665506,253.3891282,,3,38,43,1.6,16.27,2.79,,88,23068,90,65,88,3.6,9.2,9.2,0.48,0.53,0.43,6.1,,11.43,4.7,,4.468,0.427635579,10.57
Ghana,GHA,Africa,Sub-Saharan Africa,2001,Developing,Low income,57.4,20195584,263.1719784,,3.56,39,42,1.49,19.21,3.17,,81,13476,78,64,79,3.5,9,9,0.485,0.53,0.44,6.2,5.354440212,11.44,5,,,0.42359816,11.05
Ghana,GHA,Africa,Sub-Saharan Africa,2002,Developing,Low income,57.6,20758324,297.0533431,,3.7,31,42,1.6,19.76,2.89,80,80,12289,78,63,78,3.5,8.8,8.8,0.484,0.53,0.45,6.2,,11.45,5.2,,,0.417870194,11.45
Ghana,GHA,Africa,Sub-Saharan Africa,2003,Developing,Low income,57.9,21329520,357.8331205,,3.12,38,41,1.53,23.23,2.83,80,80,1939,80,63,80,3.4,8.6,8.5,0.489,0.53,0.46,6.3,,11.46,5.5,,,0.414140666,11.73
Ghana,GHA,Africa,Sub-Saharan Africa,2004,Developing,Low income,58.3,21906448,405.4226482,,3.96,34,41,1.46,25.61,2.76,80,81,60,83,62,80,3.2,8.4,8.3,0.491,0.53,0.47,6.4,7.535580158,11.47,5.8,,,0.411719904,11.82
Ghana,GHA,Africa,Sub-Saharan Africa,2005,Developing,Low income,58.9,22496952,477.6058413,,4.51,296,41,1.5,39.75,3.63,84,85,435,83,62,84,3.1,8.1,8.1,0.499,0.53,0.47,6.4,7.42208004,11.47,6.1,0.427655359,3.844,0.408254326,11.73
Ghana,GHA,Africa,Sub-Saharan Africa,2006,Developing,Low income,59.4,23098590,884.9413127,3260.440674,4.64,288,41,1.7,45.97,3.67,84,84,420,85,62,84,2.9,7.9,7.9,0.51,0.53,0.48,6.5,5.259829998,11.47,6.3,,,0.408562718,11.5
Ghana,GHA,Africa,Sub-Saharan Africa,2007,Developing,Low income,59.9,23708328,1047.220763,3316.812744,5.3,28,41,1.25,54.76,3.8,94,94,6,95,61,94,2.6,7.7,7.6,0.519,0.53,0.48,6.5,5.519869804,11.46,6.6,,,0.407865675,11.12
Ghana,GHA,Africa,Sub-Saharan Africa,2008,Developing,Low income,63,24326092,1178.927868,3534.016602,4.85,275,41,1.78,61.91,3.88,93,92,82,86,61,93,2.2,7.5,7.4,0.53,0.54,0.48,6.6,5.757959843,11.44,7,,,0.410461018,10.7
Ghana,GHA,Africa,Sub-Saharan Africa,2009,Developing,Low income,66,24950768,1043.980468,3614.713135,5.17,271,41,1.76,61.81,4.38,94,94,101,93,60,94,2.1,7.3,7.2,0.542,0.54,0.49,6.7,5.317440033,11.42,7.3,,,0.414843214,10.22
Ghana,GHA,Africa,Sub-Saharan Africa,2010,Developing,Lower-middle income,69,25574722,1258.94923,3757.458984,5.33,267,40,1.69,71.61,4.22,94,94,641,93,59,94,1.9,7.1,7,0.547,0.54,0.49,6.7,5.540599823,11.41,7.6,,3.448,0.420230669,9.69
Ghana,GHA,Africa,Sub-Saharan Africa,2011,Developing,Lower-middle income,61.2,26205940,1501.08385,4120.79541,4.81,263,40,1.64,95.87,4.69,91,91,120,91,58,91,1.3,6.9,6.8,0.554,0.54,0.49,6.8,8.14097023,11.4,7.9,,,0.424931411,9.05
Ghana,GHA,Africa,Sub-Saharan Africa,2012,Developing,Lower-middle income,61.6,26858760,1536.591848,4303.461426,4.79,257,39,0.01,83.49,4.01,92,91,1613,88,56,92,0.9,6.7,6.6,0.563,0.54,0.5,6.8,7.919139862,11.4,8.3,0.423732053,,0.429989996,8.6
Ghana,GHA,Africa,Sub-Saharan Africa,2013,Developing,Lower-middle income,61.9,27525586,2282.349905,4623.712891,4.63,254,38,0.01,104.81,4.59,90,91,319,89,55,90,0.9,6.6,6.4,0.57,0.54,0.5,6.9,4.576469898,11.4,8.6,,,0.435482816,8.54
Ghana,GHA,Africa,Sub-Saharan Africa,2014,Developing,Lower-middle income,62.1,28196356,1942.9051,4537.169922,3.56,253,37,0.01,78.04,4.02,98,94,124,92,54,98,0.8,6.4,6.3,0.576,0.54,0.51,6.9,4.660570145,11.4,9,,,0.443026829,8.43
Ghana,GHA,Africa,Sub-Saharan Africa,2015,Developing,Lower-middle income,62.4,28870946,1711.290666,4637.53125,,249,37,,77.74,4.54,88,88,23,89,52,88,0.7,6.2,6.1,0.575,0.54,0.51,6.9,4.612130165,11.4,9.3,,,0.453045524,8.12
Greece,GRC,Europe,Southern Europe,2000,Developed,High income,78.2,11038112,12072.92936,,7.6,84,1,8.48,885.41,7.24,89,89,56,89,1,89,0.1,0.9,0.8,0.794,1.82,0.54,8.6,3.230190039,17.65,19.6,0.342391949,33.506,1.511011926,0.03
Greece,GRC,Europe,Southern Europe,2001,Developed,High income,78.7,11072182,12549.03689,,8.47,83,1,8.62,1004.82,7.99,90,90,12,91,1,91,0.1,0.9,0.8,0.801,1.82,0.55,8.8,3.364579916,17.61,20,,,1.544009746,0.02
Greece,GRC,Europe,Southern Europe,2002,Developed,High income,79,11096620,14177.57216,,8.72,81,1,8.09,1168.82,8.23,91,92,5,92,1,92,0.1,0.8,0.8,0.811,1.82,0.56,9.1,3.424309969,17.53,20.5,,,1.592488565,0.03
Greece,GRC,Europe,Southern Europe,2003,Developed,High income,79.1,11110488,18518.37884,,8.61,81,0,9.46,1566.41,8.45,92,93,0,94,1,94,0.1,0.8,0.8,0.823,1.82,0.57,9.3,3.429339886,17.43,20.9,0.32762338,,1.650366311,0.02
Greece,GRC,Europe,Southern Europe,2004,Developed,High income,79.2,11115089,21995.47794,,8.3,81,0,9.56,1782.7,8.09,92,95,1,95,1,95,0.1,0.8,0.8,0.83,1.82,0.59,9.6,3.667190075,17.35,21.4,0.3359099,,1.708197468,0.02
Greece,GRC,Europe,Southern Europe,2005,Developed,High income,79.3,11113450,22560.14729,,9.36,81,0,9.95,1935.27,8.56,93,96,122,96,1,96,0.1,0.8,0.7,0.839,1.82,0.6,9.8,3.963959932,17.33,21.9,0.345982328,33.946,1.737849878,0.01
Greece,GRC,Europe,Southern Europe,2006,Developed,High income,79.7,11106097,24821.93675,35857.55469,9.34,77,0,9.42,2052.88,8.26,94,98,0,98,1,98,0.1,0.8,0.7,0.85,1.82,0.62,9.9,,17.36,22.4,0.351238048,,1.746745605,0.01
Greece,GRC,Europe,Southern Europe,2007,Developed,High income,79.4,11091491,28863.97329,36669.97266,9.41,8,0,9.67,2426.76,8.4,95,99,2,99,0,99,0.1,0.8,0.7,0.855,1.83,0.64,10,,17.38,22.8,0.339535755,,1.792035579,0.02
Greece,GRC,Europe,Southern Europe,2008,Developed,High income,79.9,11073621,32127.98319,36306.53125,9.76,77,0,9.51,2840.51,8.83,95,99,1,99,0,99,0.1,0.8,0.7,0.853,1.83,0.66,10.1,,17.41,23.3,0.335893624,,1.811994088,0.01
Greece,GRC,Europe,Southern Europe,2009,Developed,High income,80,11055503,29828.75602,34916.69922,9.76,78,0,9.08,2809.06,9.41,95,99,2,99,0,99,0.1,0.8,0.7,0.857,1.83,0.68,10.1,,17.44,23.9,0.336190574,,1.838817817,0.02
Greece,GRC,Europe,Southern Europe,2010,Developed,High income,83,11033784,26716.64883,32958.91797,9.18,76,0,9,2564.37,9.6,95,99,149,99,0,99,0.1,0.8,0.7,0.859,1.83,0.69,10.3,,17.47,24.4,0.341033282,33.439,1.852558501,0.02
Greece,GRC,Europe,Southern Europe,2011,Developed,High income,85,11004730,25483.88256,29495.10742,9.77,76,0,8.02,2338.92,9.19,95,99,40,99,0,99,0.1,0.8,0.7,0.86,1.82,0.69,10.3,,17.43,24.9,0.34849412,,1.863825337,0.02
Greece,GRC,Europe,Southern Europe,2012,Developed,High income,84,10963633,21912.99829,28553.43164,9.24,76,0,8.2,1948.25,8.92,98,99,3,99,0,99,0.1,0.8,0.7,0.858,1.81,0.69,10.3,,17.31,25.4,0.362510008,,1.874205189,0.03
Greece,GRC,Europe,Southern Europe,2013,Developed,High income,86,10914501,21787.78776,27809.83984,9.26,74,0,7.46,1832.03,8.44,98,99,3,99,0,99,0.1,0.8,0.7,0.86,1.79,0.68,10.4,,17.16,25.9,0.361273606,,1.860176511,0.04
Greece,GRC,Europe,Southern Europe,2014,Developed,High income,88,10862972,21616.71001,28309.77344,8.8,73,0,7.53,1700.49,7.89,96,99,1,97,0,99,0.1,0.8,0.7,0.862,1.78,0.68,10.5,,17.03,26.4,0.358095055,,1.851705601,0.04
Greece,GRC,Europe,Southern Europe,2015,Developed,High income,81,10806644,18083.87791,28237.38672,,72,0,,1481.42,8.22,96,99,1,97,0,99,0.1,0.8,0.7,0.865,1.77,0.67,10.6,3.666769981,16.99,26.9,0.360002595,,1.859066834,0.04
Grenada,GRD,Americas,Latin America and the Caribbean,2000,Developing,Upper-middle income,74,107442,4840.684064,,6.62,182,0,9.4,259.38,5.36,,97,0,92,0,97,0.1,4.3,4.2,0,1.49,0.9,,,14.25,12.2,,7.961,0.815410012,1.18
Grenada,GRD,Americas,Latin America and the Caribbean,2001,Developing,Upper-middle income,77,107945,4821.784995,,7.67,178,0,9.61,271.17,5.62,96,96,0,99,0,96,0.1,4.2,4.2,0,1.49,0.9,,,14.25,12.5,,,0.82057728,1.29
Grenada,GRD,Americas,Latin America and the Caribbean,2002,Developing,Upper-middle income,79,108246,4992.441407,,6.67,176,0,10.71,308.34,6.18,98,98,0,96,0,98,0.1,4.1,4.1,0,1.49,0.9,7.4,,14.25,12.9,,,0.832133905,1.22
Grenada,GRD,Americas,Latin America and the Caribbean,2003,Developing,Upper-middle income,71.1,108750,5435.151806,,5.89,173,0,9.75,287.29,5.28,97,98,0,99,0,97,0.1,4,4.1,0,1.49,0.9,7.6,3.926739931,14.25,13.3,,,0.846038581,1.21
Grenada,GRD,Americas,Latin America and the Caribbean,2004,Developing,Upper-middle income,73,109529,5470.603315,,5.24,187,0,8.43,293.6,5.37,83,84,0,74,0,83,0.1,4,4,0,1.49,0.9,7.7,,14.25,13.6,,,0.859554178,1.16
Grenada,GRD,Americas,Latin America and the Caribbean,2005,Developing,Upper-middle income,71.5,110268,6308.665042,,5.5,169,0,8.8,324.56,5.14,99,99,0,99,0,99,0.1,3.9,4,0,1.49,0.9,7.8,,14.25,14,,8.007,0.878431619,1.03
Grenada,GRD,Americas,Latin America and the Caribbean,2006,Developing,Upper-middle income,71.7,111006,6295.281172,,5.99,167,0,9.06,321.83,5.11,91,91,0,98,0,91,0.1,3.9,3.9,0,1.5,0.9,7.9,,14.25,14.4,,,0.90416335,0.97
Grenada,GRD,Americas,Latin America and the Caribbean,2007,Developing,Upper-middle income,71.9,111740,6790.63408,,5.88,164,0,9.06,355.66,5.24,96,96,0,98,0,96,0.1,3.9,3.9,0,1.53,0.9,8,,14.24,14.9,,,0.931486947,0.92
Grenada,GRD,Americas,Latin America and the Caribbean,2008,Developing,Upper-middle income,72.1,112497,7343.44527,,5.76,162,0,8.92,395.51,5.39,99,99,0,99,0,99,0.1,3.8,3.9,0,1.56,0.9,8.1,,14.24,15.3,,,0.958593826,0.88
Grenada,GRD,Americas,Latin America and the Caribbean,2009,Developing,Upper-middle income,72.4,113260,6810.440318,,6.24,158,0,8.42,370.05,5.43,99,99,0,98,0,99,0.1,3.8,3.8,0,1.59,0.9,8.2,,14.24,15.8,,,0.984754112,0.84
Grenada,GRD,Americas,Latin America and the Caribbean,2010,Developing,Upper-middle income,72.6,114058,6760.961244,,6.41,154,0,7.91,366.41,5.42,97,94,0,95,0,97,0.1,3.8,3.8,0,1.6,0.9,8.3,,14.25,16.3,,7.805,1.009764351,0.89
Grenada,GRD,Americas,Latin America and the Caribbean,2011,Developing,Upper-middle income,72.9,114933,6775.752501,,6.35,15,0,7.84,393.21,5.8,94,95,0,95,0,95,0.1,3.8,3.8,0.741,1.61,0.9,8.4,,14.26,16.9,,,1.028863709,0.84
Grenada,GRD,Americas,Latin America and the Caribbean,2012,Developing,Upper-middle income,73.1,115930,6900.771786,,6.36,146,0,8.07,401.85,5.82,97,98,0,94,0,97,0.1,3.8,3.8,0.744,1.62,0.91,8.4,,14.28,17.5,,,1.037603736,0.86
Grenada,GRD,Americas,Latin America and the Caribbean,2013,Developing,Upper-middle income,73.3,116954,7205.268384,,6.15,144,0,8.25,405.4,5.63,97,98,0,94,0,97,0.1,3.8,3.8,0.746,1.62,0.92,8.5,,14.31,18.1,,,1.049490366,0.82
Grenada,GRD,Americas,Latin America and the Caribbean,2014,Developing,Upper-middle income,73.5,117986,7726.409657,,6.1,143,0,8.42,368.81,4.77,97,81,0,94,0,97,0.1,3.8,3.8,0.749,1.62,0.93,8.6,,14.33,18.7,,,1.061185411,0.99
Grenada,GRD,Americas,Latin America and the Caribbean,2015,Developing,Upper-middle income,73.6,118994,8379.621847,,,142,0,,389.39,4.65,92,99,0,99,0,92,0.1,3.8,3.8,0.751,1.62,0.93,8.7,4.238609791,14.34,19.4,,,1.06883776,0.99
Guatemala,GTM,Americas,Latin America and the Caribbean,2000,Developing,Lower-middle income,67.7,11735893,1664.298958,6429.056641,5.25,221,17,2.63,83.35,5.4,,80,0,86,21,81,0.2,1.6,1.6,0.539,3.97,0.41,3.7,,13.48,11.3,0.54176521,5.338,0.525991101,0.62
Guatemala,GTM,Americas,Latin America and the Caribbean,2001,Developing,Lower-middle income,68.4,12009197,1550.360366,6466.899902,6.76,211,16,2.53,99.69,6.07,,78,0,91,20,77,0.3,1.5,1.5,0.546,3.88,0.41,3.8,,13.5,11.7,,,0.520081612,0.69
Guatemala,GTM,Americas,Latin America and the Caribbean,2002,Developing,Lower-middle income,69.3,12289867,1682.994501,6489.621094,6.71,21,16,2.41,107.24,6.01,,82,0,92,20,82,0.3,1.5,1.5,0.553,3.76,0.41,3.8,,13.52,12.1,,,0.527161283,0.86
Guatemala,GTM,Americas,Latin America and the Caribbean,2003,Developing,Lower-middle income,69.4,12570507,1737.879287,6518.68457,6.88,24,15,2.45,112.98,6.15,,84,0,94,19,84,0.4,1.4,1.4,0.56,3.64,0.41,3.7,,13.54,12.5,,,0.539426009,0.92
Guatemala,GTM,Americas,Latin America and the Caribbean,2004,Developing,Lower-middle income,69.6,12852433,1859.098363,6565.087891,6.77,21,15,2.4,121.73,6.26,,88,0,95,18,87,0.4,1.4,1.4,0.564,3.53,0.4,3.6,,13.55,12.9,,,0.551805621,1.01
Guatemala,GTM,Americas,Latin America and the Caribbean,2005,Developing,Lower-middle income,69.2,13132818,2068.500129,6637.018555,6.79,28,14,2.35,131.96,6.15,87,87,0,93,18,87,0.4,1.4,1.4,0.567,3.49,0.4,3.5,,13.56,13.3,,5.471,0.564724435,1.16
Guatemala,GTM,Americas,Latin America and the Caribbean,2006,Developing,Lower-middle income,69.7,13412401,2251.087963,6819.8125,7.7,24,14,2.38,148.54,6.36,89,90,0,95,17,89,0.4,1.4,1.4,0.57,3.5,0.4,3.7,3.032850027,13.55,13.8,0.545707214,,0.564829159,1.2
Guatemala,GTM,Americas,Latin America and the Caribbean,2007,Developing,Lower-middle income,75,13696609,2490.749127,7094.537598,6.86,192,13,2.4,158.38,6.19,85,85,0,86,16,85,0.4,1.3,1.3,0.578,3.55,0.4,3.9,3.088089943,13.52,14.2,,,0.55183609,1.12
Guatemala,GTM,Americas,Latin America and the Caribbean,2008,Developing,Lower-middle income,79,13979451,2802.461962,7251.743164,6.65,19,13,2.21,175.12,6.08,95,96,0,96,15,95,0.4,1.3,1.3,0.589,3.61,0.4,4.3,3.236860037,13.49,14.7,,,0.540494648,1.11
